Employee_ID,Name,Age,Gender,Department,Salary,Joining_Date,Job_Level
1946,Jack,55.0,M,HR,81878.01,2015-06-10,Executive
1947,Ivy,38.0,F,Marketing,128696.78,2020-11-25,Senior
1948,Jack,23.0,M,Finance,74595.12,2017/08/15,Mid
1949,Bob,61.0,F,HR,123249.17,2015-06-10,Senior
1950,Jack,31.0,F,Marketing,96924.32,2015-06-10,MID
1951,Eve,26.0,Other,Marketing,114417.81,2020-11-25,senior
1952,Bob,25.0,F,Operations,128105.24,2017/08/15,senior
1953,Ivy,39.0,F,Marketing,134355.49,2020-11-25,Senior
1954,Alice,22.0,F,Sales,118342.74,12-09-2019,Junior
1955,Grace,23.0,F,IT,124842.29,2020-11-25,Executive
1956,Ivy,50.0,F,Marketing,85825.84,15/03/2021,Senior
1957,Ivy,43.0,M,Marketing,95880.26,2020-11-25,Executive
1958,Alice,55.0,Other,Marketing,94224.48,2017/08/15,senior
1959,Bob,47.0,F,Finance,95748.88,2017/08/15,Senior
1960,Grace,64.0,F,Operations,143361.72,2020-11-25,Executive
1961,Frank,58.0,Other,Marketing,54527.99,12-09-2019,MID
1962,Eve,42.0,Other,Operations,107846.4,12-09-2019,Mid
1963,Jack,39.0,F,Marketing,144134.12,12-09-2019,Mid
1964,Grace,50.0,M,Operations,57471.26,12-09-2019,Junior
1965,Charlie,24.0,F,HR,97365.02,2020-11-25,Executive
1966,Bob,24.0,M,Finance,129841.75,15/03/2021,Senior
1967,Charlie,38.0,F,IT,46175.69,15/03/2021,Junior
1968,Frank,57.0,M,Marketing,50319.03,15/03/2021,Junior
1969,Frank,,F,HR,67832.31,12-09-2019,Mid
1970,Jack,47.0,F,Finance,109222.43,2020-11-25,Mid
1971,Bob,22.0,M,HR,59767.58,12-09-2019,Mid
1972,Jack,26.0,M,HR,59011.31,2015-06-10,Junior
1973,Hannah,35.0,Other,Operations,129163.97,2020-11-25,senior
1974,Jack,36.0,Other,HR,84330.68,2017/08/15,Senior
1975,Bob,51.0,M,Sales,138167.41,2020-11-25,Executive
1976,David,57.0,M,Marketing,51051.35,15/03/2021,Senior
1977,Ivy,35.0,Other,Finance,116341.12,12-09-2019,Junior
1978,Frank,,Other,Operations,53941.63,2017/08/15,Mid
1979,Eve,29.0,F,Sales,92768.85,12-09-2019,MID
1980,Jack,34.0,Other,Sales,46250.62,12-09-2019,Mid
1981,Frank,23.0,M,Finance,136187.73,12-09-2019,Mid
1982,Alice,30.0,F,Marketing,111450.57,2017/08/15,Junior
1983,Ivy,45.0,M,Operations,33965.35,2020-11-25,Mid
1984,Eve,62.0,Other,Operations,109057.17,2015-06-10,MID
1985,Hannah,40.0,Other,Sales,145448.47,2020-11-25,Executive
1986,Jack,31.0,Other,Marketing,137729.99,2017/08/15,Senior
1987,Charlie,28.0,F,IT,72478.46,2015-06-10,MID
1988,Frank,43.0,F,Operations,149699.84,2015-06-10,Mid
1989,David,61.0,Other,Operations,109231.06,2015-06-10,MID
1990,Grace,30.0,F,IT,57552.03,2020-11-25,Mid
1991,David,64.0,Other,Marketing,84895.06,15/03/2021,senior
1992,Alice,62.0,Other,HR,53563.52,2020-11-25,Senior
1993,Alice,51.0,M,Finance,43519.23,2020-11-25,senior
1994,David,62.0,Other,Marketing,50400.8,12-09-2019,MID
1995,Grace,54.0,Other,Sales,140551.56,2015-06-10,Mid
1996,Jack,,F,Operations,34794.14,2015-06-10,senior
1997,Hannah,55.0,F,IT,109564.88,2015-06-10,senior
1998,Charlie,30.0,Other,HR,92057.35,2015-06-10,MID
1999,Frank,63.0,F,Sales,75406.51,2020-11-25,Executive
2000,Jack,30.0,Other,IT,36069.23,2017/08/15,Executive
2001,Frank,29.0,M,IT,137456.39,15/03/2021,Junior
2002,David,49.0,M,Sales,48174.52,12-09-2019,Junior
2003,Bob,34.0,F,Sales,135726.56,2015-06-10,Junior
2004,Jack,28.0,F,Marketing,88687.05,2017/08/15,Junior
2005,Bob,24.0,F,Sales,104717.58,2017/08/15,Mid
2006,Charlie,35.0,F,Finance,81550.98,15/03/2021,Executive
2007,Charlie,34.0,Other,HR,77248.24,2017/08/15,Executive
2008,Hannah,29.0,F,IT,141505.14,2017/08/15,Senior
2009,Hannah,25.0,F,Marketing,128149.4,15/03/2021,Senior
2010,Bob,60.0,Other,Marketing,125203.63,2015-06-10,MID
2011,Grace,37.0,Other,Operations,113588.68,2020-11-25,Senior
2012,Jack,60.0,Other,Finance,64734.05,2020-11-25,Executive
2013,Jack,32.0,F,Finance,70706.07,15/03/2021,Executive
2014,Frank,64.0,Other,HR,129026.19,2017/08/15,Junior
2015,Ivy,44.0,Other,Sales,115516.68,2015-06-10,MID
2016,Hannah,56.0,Other,Sales,111035.33,2020-11-25,Mid
2017,Eve,38.0,Other,HR,77846.84,2015-06-10,senior
2018,Frank,61.0,M,Operations,97790.2,2020-11-25,Junior
2019,Grace,39.0,Other,Operations,68417.66,15/03/2021,Senior
2020,Alice,40.0,F,IT,99719.03,2017/08/15,senior
2021,Bob,22.0,F,IT,108712.99,15/03/2021,Senior
2022,Hannah,44.0,Other,HR,47981.81,12-09-2019,MID
2023,David,31.0,F,Sales,50882.86,2017/08/15,Mid
2024,Alice,38.0,Other,Sales,71176.14,2017/08/15,senior
2025,Bob,56.0,M,IT,46568.49,15/03/2021,MID
2026,Charlie,35.0,F,Operations,39081.18,2020-11-25,senior
2027,Eve,48.0,F,Finance,140222.73,15/03/2021,MID
2028,Alice,24.0,M,Operations,143390.11,12-09-2019,Executive
2029,Eve,45.0,M,Sales,78910.45,15/03/2021,MID
2030,Hannah,52.0,Other,Marketing,94251.42,15/03/2021,Junior
2031,Bob,30.0,F,Finance,46520.14,2015-06-10,senior
2032,Bob,26.0,M,HR,75792.43,2017/08/15,Senior
2033,Alice,27.0,Other,HR,48823.42,15/03/2021,senior
2034,David,30.0,M,Finance,52894.96,2020-11-25,Senior
2035,Ivy,44.0,F,Marketing,66377.38,2015-06-10,Senior
2036,Jack,27.0,F,Finance,105774.95,2015-06-10,Executive
2037,Alice,59.0,Other,Operations,61362.47,15/03/2021,Junior
2038,Frank,38.0,F,Sales,135493.99,12-09-2019,Junior
2039,Ivy,54.0,Other,Marketing,,2017/08/15,Executive
2040,Grace,62.0,Other,Sales,130229.99,2015-06-10,Mid
2041,Hannah,36.0,Other,Sales,144868.9,2020-11-25,Executive
2042,Charlie,30.0,Other,Finance,54139.39,2020-11-25,Mid
2043,Eve,37.0,M,Operations,95122.87,2017/08/15,MID
2044,David,55.0,Other,Finance,83360.91,2017/08/15,Mid
2045,Frank,57.0,M,Operations,85733.9,15/03/2021,MID
2046,Grace,56.0,F,HR,96152.74,2020-11-25,MID
2047,Ivy,36.0,F,Sales,142036.41,2017/08/15,senior
2048,Ivy,31.0,F,Operations,140536.86,15/03/2021,Senior
2049,Grace,35.0,M,Operations,47699.64,12-09-2019,senior
2050,Eve,56.0,Other,HR,95371.33,15/03/2021,senior
2051,Jack,53.0,F,IT,138461.15,12-09-2019,MID
2052,Bob,29.0,Other,Finance,33837.9,2017/08/15,Executive
2053,Alice,23.0,F,Marketing,42812.39,2020-11-25,Mid
2054,Charlie,35.0,Other,HR,146742.32,2020-11-25,senior
2055,Alice,33.0,Other,IT,121590.86,12-09-2019,Senior
2056,Alice,57.0,M,Finance,96829.85,12-09-2019,Executive
2057,Bob,37.0,M,HR,75952.15,2020-11-25,Executive
2058,Grace,31.0,F,HR,40106.82,15/03/2021,Senior
2059,Charlie,29.0,F,Sales,95369.7,2020-11-25,Senior
2060,Alice,44.0,M,Sales,34538.78,2017/08/15,MID
2061,Hannah,35.0,M,IT,77849.65,2017/08/15,MID
2062,Alice,34.0,Other,Operations,78510.63,12-09-2019,senior
2063,Bob,36.0,M,Finance,144694.32,2017/08/15,Senior
2064,Alice,54.0,M,Operations,30614.78,12-09-2019,MID
2065,Eve,54.0,F,IT,108385.78,15/03/2021,senior
2066,Eve,36.0,Other,Operations,147963.75,12-09-2019,Executive
2067,Alice,26.0,M,HR,31683.13,12-09-2019,Executive
2068,Hannah,31.0,F,IT,137778.93,2020-11-25,Senior
2069,Alice,39.0,Other,HR,56481.86,2015-06-10,Senior
2070,Alice,31.0,M,IT,136847.35,15/03/2021,Junior
2071,Ivy,46.0,Other,IT,134892.43,12-09-2019,MID
2072,Charlie,56.0,F,Finance,36590.22,2017/08/15,Junior
2073,Bob,30.0,M,HR,49480.46,2015-06-10,MID
2074,Charlie,40.0,M,Operations,32459.6,2015-06-10,Junior
2075,Jack,50.0,F,IT,79849.27,12-09-2019,senior
2076,Eve,55.0,M,IT,85477.35,15/03/2021,senior
2077,Hannah,28.0,F,Finance,121078.99,2017/08/15,Mid
2078,Bob,28.0,M,Sales,84229.56,2015-06-10,Mid
2079,Eve,59.0,F,IT,,2017/08/15,MID
2080,David,31.0,F,Sales,76768.42,12-09-2019,MID
2081,Eve,25.0,Other,IT,43580.05,15/03/2021,Mid
2082,Grace,35.0,Other,Finance,111948.33,2017/08/15,Senior
2083,Alice,26.0,Other,Marketing,99752.69,15/03/2021,Junior
2084,Eve,29.0,Other,Finance,66557.22,12-09-2019,Executive
2085,Charlie,49.0,F,Operations,139133.14,2017/08/15,Mid
2086,Jack,43.0,F,IT,140035.95,2017/08/15,Mid
2087,Bob,36.0,F,Finance,,2015-06-10,senior
2088,Bob,23.0,Other,HR,63245.12,2015-06-10,Executive
2089,David,24.0,F,Operations,53796.38,15/03/2021,Junior
2090,Grace,33.0,F,HR,,12-09-2019,senior
2091,Charlie,,Other,Operations,59537.65,15/03/2021,Mid
2092,Bob,61.0,M,Finance,82626.59,2020-11-25,MID
2093,Bob,52.0,Other,Marketing,85129.71,15/03/2021,Executive
2094,Ivy,55.0,F,Sales,42221.12,15/03/2021,Mid
2095,Eve,59.0,M,Sales,122109.96,2017/08/15,senior
2096,David,56.0,M,Marketing,36471.56,2017/08/15,Senior
2097,Alice,34.0,M,Operations,115152.76,12-09-2019,Junior
2098,Ivy,34.0,Other,Sales,104398.08,15/03/2021,Junior
2099,David,,F,Finance,88814.08,2020-11-25,Junior
2100,Eve,51.0,M,Sales,32118.93,15/03/2021,senior
2101,Hannah,58.0,M,Marketing,109134.48,12-09-2019,Junior
2102,Jack,22.0,Other,Operations,30505.07,2017/08/15,Junior
2103,Alice,52.0,M,Marketing,57783.42,12-09-2019,Executive
2104,Bob,38.0,M,Finance,118474.64,12-09-2019,Executive
2105,Grace,64.0,M,Sales,38967.05,2015-06-10,MID
2106,David,41.0,F,HR,,12-09-2019,Mid
2107,David,31.0,F,Finance,58481.78,2017/08/15,Senior
2108,David,56.0,F,Sales,109159.75,2017/08/15,Senior
2109,Hannah,24.0,F,Marketing,,2015-06-10,Executive
2110,Jack,54.0,Other,Operations,104965.89,2020-11-25,Senior
2111,Bob,22.0,Other,Finance,142792.77,2015-06-10,MID
2112,Jack,34.0,M,Operations,76182.74,12-09-2019,Senior
2113,Alice,24.0,F,HR,123626.37,2020-11-25,Executive
2114,Alice,51.0,M,IT,56528.33,12-09-2019,Junior
2115,Ivy,58.0,M,Marketing,87159.33,12-09-2019,Executive
2116,Hannah,47.0,M,Operations,136562.95,12-09-2019,Junior
2117,Charlie,47.0,M,Marketing,46264.23,2015-06-10,Mid
2118,Jack,54.0,F,Operations,138737.22,2015-06-10,Executive
2119,Frank,40.0,M,Operations,122467.49,12-09-2019,Junior
2120,Ivy,60.0,Other,Marketing,62868.84,2015-06-10,Mid
2121,Eve,57.0,M,Operations,121052.13,12-09-2019,Executive
2122,Ivy,60.0,M,Marketing,97494.56,2017/08/15,Executive
2123,Ivy,36.0,F,Operations,61098.9,15/03/2021,Junior
2124,Jack,63.0,Other,HR,,2017/08/15,MID
2125,Alice,61.0,F,Sales,47419.96,15/03/2021,MID
2126,Bob,35.0,Other,HR,61008.91,2017/08/15,Senior
2127,Frank,30.0,M,IT,119704.79,2015-06-10,Mid
2128,Bob,60.0,M,Marketing,137306.6,12-09-2019,Junior
2129,Hannah,57.0,F,Finance,,2017/08/15,senior
2130,Eve,35.0,M,IT,56901.71,15/03/2021,Executive
2131,Ivy,49.0,M,Sales,36514.9,12-09-2019,Senior
2132,Alice,25.0,F,Finance,56864.83,12-09-2019,senior
2133,Eve,52.0,M,Sales,,2017/08/15,Executive
2134,Alice,64.0,F,IT,97114.87,15/03/2021,Junior
2135,Ivy,34.0,F,Sales,99611.63,2020-11-25,MID
2136,Alice,50.0,F,HR,113432.22,2015-06-10,Junior
2137,Frank,38.0,M,HR,109142.95,2020-11-25,senior
2138,Frank,36.0,M,Sales,62189.5,12-09-2019,senior
2139,Bob,50.0,F,Sales,68742.28,15/03/2021,senior
2140,Hannah,53.0,M,Finance,148962.61,2020-11-25,Junior
2141,Ivy,53.0,M,Finance,39999.26,2020-11-25,senior
2142,Charlie,34.0,M,Finance,45750.49,2020-11-25,Executive
2143,David,53.0,M,IT,,15/03/2021,MID
2144,Jack,61.0,M,Finance,76953.95,2015-06-10,Junior
2145,Hannah,46.0,Other,HR,93672.6,2020-11-25,Executive
2146,Eve,30.0,Other,Operations,141816.35,2020-11-25,Junior
2147,David,42.0,Other,HR,80605.95,2020-11-25,senior
2148,Bob,48.0,M,Finance,88075.98,15/03/2021,Junior
2149,Charlie,31.0,Other,Sales,40049.45,15/03/2021,senior
2150,David,63.0,Other,Marketing,136412.04,2020-11-25,Junior
2151,Frank,58.0,M,Sales,44464.49,2015-06-10,MID
2152,Jack,43.0,F,Sales,35574.95,2017/08/15,Junior
2153,Frank,26.0,M,HR,69168.75,15/03/2021,Senior
2154,Charlie,42.0,M,IT,72271.97,12-09-2019,Executive
2155,Ivy,44.0,M,HR,130555.52,15/03/2021,senior
2156,Hannah,50.0,F,Marketing,48892.15,2017/08/15,Junior
2157,Frank,63.0,Other,Sales,,2015-06-10,MID
2158,Bob,51.0,Other,HR,61496.39,2015-06-10,Junior
2159,Frank,49.0,M,Operations,49816.63,15/03/2021,Senior
2160,Hannah,40.0,F,Sales,50821.46,2020-11-25,Senior
2161,Ivy,24.0,Other,Marketing,101508.76,2020-11-25,Junior
2162,Jack,38.0,F,HR,48340.17,2020-11-25,Junior
2163,Charlie,22.0,Other,HR,39203.71,2015-06-10,Senior
2164,Grace,59.0,F,Marketing,148826.31,12-09-2019,Executive
2165,Bob,44.0,Other,Operations,,2017/08/15,senior
2166,Frank,55.0,M,Operations,68732.85,2015-06-10,MID
2167,Grace,61.0,Other,Marketing,136308.59,15/03/2021,senior
2168,Ivy,38.0,M,HR,128505.95,2015-06-10,MID
2169,Bob,46.0,M,IT,138696.55,2015-06-10,Junior
2170,Frank,53.0,F,Sales,128915.52,15/03/2021,Senior
2171,Hannah,64.0,Other,IT,41508.42,12-09-2019,MID
2172,Frank,57.0,F,Finance,,2015-06-10,Mid
2173,Charlie,25.0,Other,HR,79087.77,12-09-2019,MID
2174,Eve,44.0,Other,Marketing,148440.89,2020-11-25,senior
2175,David,59.0,F,Operations,134773.51,2020-11-25,Mid
2176,David,54.0,Other,Operations,31609.25,12-09-2019,senior
2177,Hannah,45.0,M,Operations,128882.52,12-09-2019,senior
2178,David,56.0,M,Operations,73215.77,15/03/2021,Senior
2179,Alice,43.0,F,Sales,55949.05,2015-06-10,Mid
2180,Hannah,51.0,F,Sales,48489.38,2017/08/15,senior
2181,Grace,61.0,M,IT,41755.19,2020-11-25,Senior
2182,Jack,26.0,Other,Finance,73972.52,2015-06-10,Senior
2183,Alice,46.0,Other,Sales,42155.36,2015-06-10,senior
2184,Bob,42.0,F,Marketing,119490.11,12-09-2019,Senior
2185,Charlie,40.0,F,HR,57731.58,12-09-2019,Junior
2186,Eve,53.0,Other,IT,52813.44,2020-11-25,Junior
2187,David,40.0,F,Marketing,104827.88,15/03/2021,Junior
2188,Hannah,41.0,Other,Finance,146728.51,12-09-2019,Junior
2189,Frank,24.0,M,Operations,137605.76,12-09-2019,MID
2190,Jack,47.0,Other,Finance,40752.51,2015-06-10,Senior
2191,Jack,61.0,F,Sales,116586.26,15/03/2021,senior
2192,David,26.0,Other,Sales,112009.21,2020-11-25,Junior
2193,Alice,23.0,M,Operations,140276.74,12-09-2019,senior
2194,David,32.0,F,Operations,146662.38,15/03/2021,Senior
2195,Jack,,Other,Finance,116131.2,2015-06-10,MID
2196,Ivy,46.0,F,HR,84178.15,12-09-2019,Junior
2197,Ivy,41.0,M,IT,124418.26,2015-06-10,Executive
2198,Eve,30.0,F,Sales,135156.25,2015-06-10,Senior
2199,Alice,23.0,F,HR,141689.68,15/03/2021,MID
2200,Charlie,41.0,Other,Operations,51268.98,2015-06-10,Executive
2201,Bob,40.0,M,Finance,139665.25,2015-06-10,Executive
2202,Ivy,36.0,M,IT,48269.43,15/03/2021,senior
2203,Eve,23.0,M,Operations,122013.85,2015-06-10,senior
2204,Eve,27.0,Other,Marketing,79834.2,2015-06-10,MID
2205,Ivy,41.0,M,HR,41088.83,12-09-2019,MID
2206,Jack,46.0,F,HR,114882.21,12-09-2019,Mid
2207,Bob,34.0,Other,Sales,111398.55,2020-11-25,Senior
2208,Frank,57.0,M,HR,45930.14,2017/08/15,Executive
2209,Bob,32.0,F,Marketing,54739.84,2017/08/15,Senior
2210,Charlie,51.0,F,Finance,68572.08,2020-11-25,senior
2211,Eve,,M,IT,,15/03/2021,Junior
2212,Hannah,57.0,F,IT,55114.8,2017/08/15,senior
2213,Frank,40.0,F,Operations,105750.2,2015-06-10,Executive
2214,Charlie,59.0,F,Operations,115463.58,15/03/2021,Executive
2215,Eve,46.0,F,Sales,77265.89,2015-06-10,senior
2216,Eve,58.0,M,Marketing,115639.41,12-09-2019,senior
2217,Frank,34.0,F,Operations,88172.94,2020-11-25,Junior
2218,Frank,39.0,M,IT,30521.02,15/03/2021,Executive
2219,Alice,37.0,Other,Operations,89250.39,2020-11-25,Mid
2220,Jack,62.0,Other,IT,41694.66,2015-06-10,Executive
2221,Ivy,55.0,F,IT,75121.2,2020-11-25,Senior
2222,Alice,61.0,Other,Sales,46604.51,2015-06-10,senior
2223,Charlie,40.0,M,HR,145483.38,2017/08/15,Junior
2224,Alice,37.0,F,Sales,67493.23,2017/08/15,MID
2225,Charlie,47.0,M,Operations,72596.0,2017/08/15,Senior
2226,Frank,30.0,F,HR,123444.67,15/03/2021,MID
2227,Hannah,35.0,Other,Finance,126261.48,2015-06-10,Junior
2228,Ivy,33.0,M,Sales,117277.92,2015-06-10,Junior
2229,Grace,53.0,F,Marketing,97389.04,2015-06-10,Mid
2230,Frank,56.0,Other,HR,91235.21,2017/08/15,senior
2231,Hannah,44.0,M,HR,144120.13,15/03/2021,Mid
2232,Hannah,29.0,F,Finance,105612.27,2015-06-10,MID
2233,Charlie,23.0,Other,Sales,125700.63,2020-11-25,Executive
2234,Grace,43.0,F,HR,72857.16,2020-11-25,MID
2235,Ivy,54.0,M,HR,112474.11,12-09-2019,Senior
2236,Eve,27.0,M,Sales,132450.74,2020-11-25,Executive
2237,David,22.0,F,HR,123144.63,2015-06-10,MID
2238,Charlie,46.0,M,Finance,135719.59,12-09-2019,Mid
2239,Hannah,44.0,F,Operations,133431.9,2020-11-25,MID
2240,David,47.0,M,Operations,67358.28,12-09-2019,senior
2241,Ivy,63.0,M,Marketing,129680.87,2020-11-25,Junior
2242,Ivy,62.0,F,Marketing,35676.47,15/03/2021,Executive
2243,Jack,47.0,Other,Operations,123745.56,12-09-2019,Junior
2244,Hannah,30.0,Other,Sales,123282.63,2015-06-10,Senior
2245,David,62.0,M,IT,59518.08,2017/08/15,Senior
2246,Hannah,23.0,M,Sales,58823.62,15/03/2021,Senior
2247,Eve,45.0,M,HR,55994.26,2020-11-25,senior
2248,Jack,33.0,F,Marketing,135101.65,12-09-2019,senior
2249,Charlie,40.0,Other,HR,136332.7,15/03/2021,Junior
2250,David,52.0,Other,HR,64012.19,2017/08/15,Senior
2251,Jack,47.0,Other,HR,79976.84,2015-06-10,Executive
2252,Bob,49.0,F,Operations,146262.42,2015-06-10,senior
2253,Frank,44.0,M,Sales,87288.43,2017/08/15,Mid
2254,Eve,55.0,M,Finance,92109.1,15/03/2021,Junior
2255,Alice,54.0,Other,Sales,97131.43,15/03/2021,Senior
2256,Jack,29.0,Other,HR,,15/03/2021,Mid
2257,Frank,62.0,M,IT,110519.07,15/03/2021,MID
2258,Charlie,30.0,Other,Sales,100415.21,2015-06-10,Executive
2259,Frank,24.0,F,Operations,142519.67,2020-11-25,Senior
2260,Eve,28.0,M,Finance,129183.22,12-09-2019,Mid
2261,Frank,51.0,F,Finance,104224.06,15/03/2021,Senior
2262,Frank,57.0,Other,IT,136232.14,2020-11-25,Mid
2263,Eve,45.0,M,Sales,,15/03/2021,Senior
2264,Ivy,57.0,Other,HR,104790.87,12-09-2019,Mid
2265,Bob,25.0,F,Finance,100283.37,15/03/2021,Mid
2266,Jack,54.0,F,IT,101457.02,2015-06-10,Executive
2267,Jack,54.0,F,Finance,,2017/08/15,Executive
2268,David,41.0,F,Operations,110069.37,12-09-2019,Executive
2269,Grace,43.0,F,Marketing,107632.81,15/03/2021,Junior
2270,Alice,49.0,M,IT,30064.36,12-09-2019,Junior
2271,Jack,42.0,F,Operations,106258.87,2020-11-25,senior
2272,Eve,39.0,F,Operations,128754.38,2015-06-10,Mid
2273,David,37.0,F,Operations,93627.81,2020-11-25,Mid
2274,Frank,42.0,M,Sales,75001.11,12-09-2019,Junior
2275,Charlie,33.0,Other,Operations,138799.23,2017/08/15,Executive
2276,Charlie,32.0,M,Sales,109239.03,2015-06-10,MID
2277,Frank,27.0,F,HR,42895.35,2015-06-10,Senior
2278,Hannah,43.0,Other,Marketing,81064.62,2015-06-10,MID
2279,Grace,57.0,M,Marketing,33777.12,2017/08/15,Mid
2280,Hannah,61.0,F,HR,115477.63,12-09-2019,Mid
2281,Ivy,32.0,F,Marketing,148333.97,2017/08/15,Senior
2282,Charlie,57.0,F,IT,132611.07,2017/08/15,Senior
2283,Frank,61.0,M,HR,140282.46,2017/08/15,Junior
2284,Ivy,58.0,M,Operations,33886.39,2020-11-25,senior
2285,Bob,28.0,F,Finance,110736.76,2020-11-25,Junior
2286,Bob,33.0,Other,Marketing,84395.72,2020-11-25,Senior
2287,Frank,42.0,M,Operations,93003.04,2017/08/15,Executive
2288,Jack,47.0,M,Finance,125420.64,12-09-2019,Mid
2289,David,33.0,F,Operations,143911.13,15/03/2021,Mid
2290,Frank,53.0,M,Operations,54063.2,12-09-2019,Senior
2291,Alice,27.0,M,HR,51112.36,2017/08/15,senior
2292,Eve,44.0,F,Finance,,2020-11-25,Mid
2293,Bob,38.0,F,Marketing,107022.88,2015-06-10,MID
2294,Grace,40.0,F,Operations,39891.85,2015-06-10,Executive
2295,Frank,38.0,Other,IT,65621.78,12-09-2019,senior
2296,Alice,61.0,F,IT,78189.92,2015-06-10,Mid
2297,Charlie,22.0,Other,IT,105354.26,12-09-2019,MID
2298,Frank,53.0,Other,Sales,121131.57,2015-06-10,Junior
2299,Grace,,M,HR,38559.74,2020-11-25,Mid
2300,Eve,45.0,F,Marketing,104834.71,12-09-2019,Executive
2301,Alice,22.0,M,IT,51051.8,12-09-2019,senior
2302,Jack,35.0,F,Finance,,12-09-2019,Junior
2303,Charlie,50.0,F,Sales,41188.48,2015-06-10,Executive
2304,David,28.0,M,IT,81925.18,2015-06-10,Mid
2305,Ivy,25.0,M,Marketing,143888.77,2020-11-25,Executive
2306,Jack,46.0,F,HR,109278.95,2015-06-10,Senior
2307,Ivy,27.0,F,HR,122728.46,2015-06-10,Senior
2308,Hannah,42.0,Other,IT,104365.66,2017/08/15,senior
2309,Bob,43.0,M,Finance,74224.68,12-09-2019,Junior
2310,Ivy,57.0,Other,IT,,2017/08/15,Junior
2311,Jack,22.0,F,Marketing,115736.97,15/03/2021,Mid
2312,Eve,62.0,M,Finance,57345.48,12-09-2019,MID
2313,Jack,44.0,Other,Operations,76307.63,2020-11-25,Senior
2314,Hannah,32.0,F,HR,145425.98,15/03/2021,Senior
2315,David,,F,Marketing,33403.38,2020-11-25,Executive
2316,Grace,55.0,F,Finance,86627.64,12-09-2019,senior
2317,Hannah,47.0,Other,Finance,72402.87,2015-06-10,Senior
2318,Frank,25.0,M,Finance,37595.0,12-09-2019,Senior
2319,Eve,35.0,M,Finance,122005.18,12-09-2019,Junior
2320,Eve,37.0,F,IT,43066.18,2017/08/15,Executive
2321,David,63.0,F,Sales,147068.01,15/03/2021,MID
2322,David,47.0,Other,Marketing,134436.31,2020-11-25,Junior
2323,Bob,62.0,Other,HR,97937.34,12-09-2019,Senior
2324,Charlie,63.0,M,Marketing,,15/03/2021,Senior
2325,Eve,43.0,F,Marketing,38895.24,2017/08/15,Mid
2326,Ivy,50.0,F,Finance,133002.15,2020-11-25,Mid
2327,David,58.0,F,Sales,136402.24,2015-06-10,Junior
2328,Ivy,42.0,F,IT,90688.78,2020-11-25,Executive
2329,Alice,40.0,M,Finance,52084.33,15/03/2021,Executive
2330,Grace,42.0,M,Sales,66535.48,2020-11-25,senior
2331,Charlie,33.0,Other,Sales,30330.08,2015-06-10,Senior
2332,Hannah,23.0,Other,Sales,69061.99,2017/08/15,Senior
2333,Hannah,22.0,M,Marketing,149986.97,15/03/2021,MID
2334,Jack,28.0,F,Sales,134762.07,15/03/2021,MID
2335,Jack,26.0,Other,Finance,129721.63,12-09-2019,Junior
2336,David,31.0,M,IT,147391.27,15/03/2021,Mid
2337,Hannah,42.0,Other,IT,124696.26,2015-06-10,Junior
2338,Jack,46.0,F,HR,144817.82,15/03/2021,Executive
2339,Eve,53.0,F,Operations,101684.47,2017/08/15,Executive
2340,Frank,31.0,F,HR,73829.83,2020-11-25,Junior
2341,Eve,55.0,Other,IT,91995.7,2020-11-25,MID
2342,Bob,41.0,Other,HR,33122.29,2020-11-25,MID
2343,Charlie,30.0,M,Operations,133566.83,2017/08/15,MID
2344,Eve,49.0,Other,Operations,84718.6,2017/08/15,Senior
2345,David,40.0,M,Operations,131602.57,12-09-2019,Senior
2346,Hannah,23.0,M,IT,73547.78,2020-11-25,Junior
2347,Ivy,37.0,F,Sales,114895.75,2020-11-25,Senior
2348,Frank,25.0,M,Sales,32783.73,2017/08/15,Mid
2349,Ivy,41.0,F,Operations,56673.52,2020-11-25,Junior
2350,Hannah,63.0,Other,Marketing,134763.43,2015-06-10,Senior
2351,Hannah,23.0,Other,Marketing,,12-09-2019,senior
2352,Eve,39.0,F,HR,95739.14,2017/08/15,Executive
2353,Ivy,37.0,M,Finance,126908.93,15/03/2021,Mid
2354,David,23.0,Other,Sales,132145.03,15/03/2021,Mid
2355,Ivy,50.0,F,IT,140142.86,2020-11-25,Mid
2356,David,62.0,F,Operations,78064.01,2020-11-25,Mid
2357,Ivy,26.0,Other,Sales,62472.65,2017/08/15,Executive
2358,Hannah,35.0,Other,Operations,98199.47,2020-11-25,Senior
2359,Bob,44.0,F,Marketing,104454.86,2020-11-25,Senior
2360,Ivy,58.0,Other,Operations,56842.93,2015-06-10,senior
2361,Bob,49.0,F,HR,126366.99,15/03/2021,Mid
2362,Alice,60.0,M,HR,101598.59,2020-11-25,senior
2363,Ivy,22.0,F,HR,106892.3,2015-06-10,senior
2364,Jack,53.0,Other,IT,100422.44,2015-06-10,Mid
2365,Bob,31.0,F,Finance,34134.08,2020-11-25,Senior
2366,Jack,49.0,Other,IT,45659.96,2020-11-25,Senior
2367,Eve,52.0,Other,IT,,2020-11-25,MID
2368,Hannah,62.0,M,IT,74136.8,2015-06-10,MID
2369,Grace,52.0,F,Finance,137116.18,15/03/2021,Junior
2370,Alice,55.0,Other,Operations,35206.62,15/03/2021,Executive
2371,Frank,59.0,F,Sales,68756.73,2017/08/15,senior
2372,Grace,58.0,Other,Marketing,140426.45,2017/08/15,Executive
